regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
Norte,RO,,11,,,,2020-02-25,9,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-02-26,9,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-02-27,9,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-02-28,9,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-02-29,9,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-01,10,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-02,10,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-03,10,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-04,10,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-05,10,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-06,10,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-07,10,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-08,11,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-09,11,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-10,11,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-11,11,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-12,11,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-13,11,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-14,11,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-15,12,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-16,12,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-17,12,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-18,12,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-19,12,1777225,0,0,0,0,,,
Norte,RO,,11,,,,2020-03-20,12,1777225,1,1,0,0,,,
Norte,RO,,11,,,,2020-03-21,12,1777225,1,0,0,0,,,
Norte,RO,,11,,,,2020-03-22,13,1777225,3,2,0,0,,,
Norte,RO,,11,,,,2020-03-23,13,1777225,3,0,0,0,,,
Norte,RO,,11,,,,2020-03-24,13,1777225,3,0,0,0,,,
Norte,RO,,11,,,,2020-03-25,13,1777225,5,2,0,0,,,
Norte,RO,,11,,,,2020-03-26,13,1777225,5,0,0,0,,,
Norte,RO,,11,,,,2020-03-27,13,1777225,6,1,0,0,,,
Norte,RO,,11,,,,2020-03-28,13,1777225,6,0,0,0,,,
Norte,RO,,11,,,,2020-03-29,14,1777225,6,0,0,0,,,
Norte,RO,,11,,,,2020-03-30,14,1777225,6,0,0,0,,,
Norte,RO,,11,,,,2020-03-31,14,1777225,8,2,1,1,,,
Norte,RO,,11,,,,2020-04-01,14,1777225,9,1,1,0,,,
Norte,RO,,11,,,,2020-04-02,14,1777225,10,1,1,0,,,
Norte,RO,,11,,,,2020-04-03,14,1777225,10,0,1,0,,,
Norte,RO,,11,,,,2020-04-04,14,1777225,11,1,1,0,,,
Norte,RO,,11,,,,2020-04-05,15,1777225,12,1,1,0,,,
Norte,RO,,11,,,,2020-04-06,15,1777225,14,2,1,0,,,
Norte,RO,,11,,,,2020-04-07,15,1777225,18,4,1,0,,,
Norte,RO,,11,,,,2020-04-08,15,1777225,18,0,1,0,,,
Norte,RO,,11,,,,2020-04-09,15,1777225,28,10,2,1,,,
Norte,RO,,11,,,,2020-04-10,15,1777225,32,4,2,0,,,
Norte,RO,,11,,,,2020-04-11,15,1777225,33,1,2,0,,,
Norte,RO,,11,,,,2020-04-12,16,1777225,35,2,2,0,,,
Norte,RO,,11,,,,2020-04-13,16,1777225,42,7,2,0,,,
Norte,RO,,11,,,,2020-04-14,16,1777225,64,22,2,0,,,
Norte,RO,,11,,,,2020-04-15,16,1777225,69,5,2,0,,,
Norte,RO,,11,,,,2020-04-16,16,1777225,76,7,3,1,,,
Norte,RO,,11,,,,2020-04-17,16,1777225,92,16,3,0,,,
Norte,RO,,11,,,,2020-04-18,16,1777225,110,18,3,0,,,
Norte,RO,,11,,,,2020-04-19,17,1777225,128,18,4,1,,,
Norte,RO,,11,,,,2020-04-20,17,1777225,160,32,4,0,,,
Norte,RO,,11,,,,2020-04-21,17,1777225,199,39,4,0,,,
Norte,RO,,11,,,,2020-04-22,17,1777225,223,24,5,1,,,
Norte,RO,,11,,,,2020-04-23,17,1777225,250,27,5,0,,,
Norte,RO,,11,,,,2020-04-24,17,1777225,290,40,5,0,,,
Norte,RO,,11,,,,2020-04-25,17,1777225,328,38,7,2,,,
Norte,RO,,11,,,,2020-04-26,18,1777225,364,36,10,3,,,
Norte,RO,,11,,,,2020-04-27,18,1777225,393,29,10,0,,,
Norte,RO,,11,,,,2020-04-28,18,1777225,413,20,11,1,,,
Norte,RO,,11,,,,2020-04-29,18,1777225,433,20,15,4,,,
Norte,RO,,11,,,,2020-04-30,18,1777225,502,69,16,1,,,
Norte,RO,,11,,,,2020-05-01,18,1777225,585,83,18,2,,,
Norte,RO,,11,,,,2020-05-02,18,1777225,653,68,23,5,,,
Norte,RO,,11,,,,2020-05-03,19,1777225,705,52,24,1,,,
Norte,RO,,11,,,,2020-05-04,19,1777225,756,51,25,1,,,
Norte,RO,,11,,,,2020-05-05,19,1777225,861,105,29,4,,,
Norte,RO,,11,,,,2020-05-06,19,1777225,943,82,33,4,,,
Norte,RO,,11,,,,2020-05-07,19,1777225,1098,155,37,4,,,
Norte,RO,,11,,,,2020-05-08,19,1777225,1222,124,39,2,,,
Norte,RO,,11,,,,2020-05-09,19,1777225,1263,41,41,2,,,
Norte,RO,,11,,,,2020-05-10,20,1777225,1302,39,43,2,,,
Norte,RO,,11,,,,2020-05-11,20,1777225,1396,94,47,4,,,
Norte,RO,,11,,,,2020-05-12,20,1777225,1460,64,50,3,,,
Norte,RO,,11,,,,2020-05-13,20,1777225,1612,152,50,0,,,
Norte,RO,,11,,,,2020-05-14,20,1777225,1686,74,56,6,,,
Norte,RO,,11,,,,2020-05-15,20,1777225,1789,103,62,6,,,
Norte,RO,,11,,,,2020-05-16,20,1777225,1919,130,69,7,,,
Norte,RO,,11,,,,2020-05-17,21,1777225,1963,44,74,5,,,
Norte,RO,,11,,,,2020-05-18,21,1777225,2043,80,77,3,,,
Norte,RO,,11,,,,2020-05-19,21,1777225,2257,214,87,10,,,
Norte,RO,,11,,,,2020-05-20,21,1777225,2499,242,90,3,,,
Norte,RO,,11,,,,2020-05-21,21,1777225,2659,160,101,11,,,
Norte,RO,,11,,,,2020-05-22,21,1777225,2774,115,106,5,,,
Norte,RO,,11,,,,2020-05-23,21,1777225,3109,335,115,9,,,
Norte,RO,,11,,,,2020-05-24,22,1777225,3201,92,121,6,,,
Norte,RO,,11,,,,2020-05-25,22,1777225,3268,67,121,0,,,
Norte,RO,,11,,,,2020-05-26,22,1777225,3493,225,133,12,,,
Norte,RO,,11,,,,2020-05-27,22,1777225,3862,369,137,4,,,
Norte,RO,,11,,,,2020-05-28,22,1777225,4252,390,142,5,,,
Norte,RO,,11,,,,2020-05-29,22,1777225,4502,250,145,3,,,
Norte,RO,,11,,,,2020-05-30,22,1777225,4743,241,151,6,,,
Norte,RO,,11,,,,2020-05-31,23,1777225,4942,199,156,5,,,
Norte,RO,,11,,,,2020-06-01,23,1777225,5172,230,159,3,,,
Norte,RO,,11,,,,2020-06-02,23,1777225,5477,305,172,13,,,
Norte,RO,,11,,,,2020-06-03,23,1777225,5713,236,180,8,,,
Norte,RO,,11,,,,2020-06-04,23,1777225,6459,746,194,14,,,
Norte,RO,,11,,,,2020-06-05,23,1777225,6862,403,213,19,,,
Norte,RO,,11,,,,2020-06-06,23,1777225,7700,838,228,15,,,
Norte,RO,,11,,,,2020-06-07,24,1777225,8110,410,235,7,,,
Norte,RO,,11,,,,2020-06-08,24,1777225,8626,516,245,10,,,
Norte,RO,,11,,,,2020-06-09,24,1777225,9220,594,255,10,,,
Norte,RO,,11,,,,2020-06-10,24,1777225,9850,630,267,12,,,
Norte,RO,,11,,,,2020-06-11,24,1777225,10547,697,293,26,,,
Norte,RO,,11,,,,2020-06-12,24,1777225,11224,677,296,3,,,
Norte,RO,,11,,,,2020-06-13,24,1777225,11710,486,309,13,,,
Norte,RO,,11,,,,2020-06-14,25,1777225,11865,155,324,15,,,
Norte,RO,,11,,,,2020-06-15,25,1777225,12180,315,332,8,,,
Norte,RO,,11,,,,2020-06-16,25,1777225,13010,830,346,14,,,
Norte,RO,,11,,,,2020-06-17,25,1777225,13567,557,360,14,,,
Norte,RO,,11,,,,2020-06-18,25,1777225,13804,237,374,14,,,
Norte,RO,,11,,,,2020-06-19,25,1777225,14353,549,391,17,,,
Norte,RO,,11,,,,2020-06-20,25,1777225,14952,599,409,18,,,
Norte,RO,,11,,,,2020-06-21,26,1777225,15181,229,417,8,,,
Norte,RO,,11,,,,2020-06-22,26,1777225,15827,646,431,14,,,
Norte,RO,,11,,,,2020-06-23,26,1777225,16498,671,444,13,,,
Norte,RO,,11,,,,2020-06-24,26,1777225,17424,926,455,11,,,
Norte,RO,,11,,,,2020-06-25,26,1777225,18173,749,467,12,,,
Norte,RO,,11,,,,2020-06-26,26,1777225,19271,1098,476,9,,,
Norte,RO,,11,,,,2020-06-27,26,1777225,19271,0,476,0,,,
Norte,RO,,11,,,,2020-06-28,27,1777225,19820,549,486,10,,,
Norte,RO,,11,,,,2020-06-29,27,1777225,20406,586,500,14,,,
Norte,RO,,11,,,,2020-06-30,27,1777225,21251,845,518,18,,,
Norte,RO,,11,,,,2020-07-01,27,1777225,21462,211,520,2,,,
Norte,RO,,11,,,,2020-07-02,27,1777225,21970,508,530,10,,,
Norte,RO,,11,,,,2020-07-03,27,1777225,22241,271,533,3,,,
Norte,RO,,11,,,,2020-07-04,27,1777225,22957,716,548,15,,,
Norte,RO,,11,,,,2020-07-05,28,1777225,23479,522,555,7,,,
Norte,RO,,11,,,,2020-07-06,28,1777225,23921,442,558,3,,,
Norte,RO,,11,,,,2020-07-07,28,1777225,24564,643,577,19,,,
Norte,RO,,11,,,,2020-07-08,28,1777225,25067,503,585,8,,,
Norte,RO,,11,,,,2020-07-09,28,1777225,25402,335,589,4,,,
Norte,RO,,11,,,,2020-07-10,28,1777225,26000,598,605,16,,,
Norte,RO,,11,,,,2020-07-11,28,1777225,26496,496,617,12,,,
Norte,RO,,11,,,,2020-07-12,29,1777225,26728,232,628,11,,,
Norte,RO,,11,,,,2020-07-13,29,1777225,27050,322,647,19,,,
Norte,RO,,11,,,,2020-07-14,29,1777225,27528,478,663,16,,,
Norte,RO,,11,,,,2020-07-15,29,1777225,27917,389,668,5,,,
Norte,RO,,11,,,,2020-07-16,29,1777225,28654,737,677,9,,,
Norte,RO,,11,,,,2020-07-17,29,1777225,29117,463,686,9,,,
Norte,RO,,11,,,,2020-07-18,29,1777225,29117,0,686,0,,,
Norte,RO,,11,,,,2020-07-19,30,1777225,29117,0,686,0,,,
Norte,RO,,11,,,,2020-07-20,30,1777225,29801,684,710,24,,,
Norte,RO,,11,,,,2020-07-21,30,1777225,30642,841,727,17,,,
Norte,RO,,11,,,,2020-07-22,30,1777225,32935,2293,758,31,,,
Norte,RO,,11,,,,2020-07-23,30,1777225,34080,1145,784,26,,,
Norte,RO,,11,,,,2020-07-24,30,1777225,34873,793,801,17,,,
Norte,RO,,11,,,,2020-07-25,30,1777225,35573,700,810,9,,,
Norte,RO,,11,,,,2020-07-26,31,1777225,35810,237,814,4,,,
Norte,RO,,11,,,,2020-07-27,31,1777225,36148,338,830,16,,,
Norte,RO,,11,,,,2020-07-28,31,1777225,36849,701,840,10,,,
Norte,RO,,11,,,,2020-07-29,31,1777225,37634,785,855,15,,,
Norte,RO,,11,,,,2020-07-30,31,1777225,38407,773,864,9,,,
Norte,RO,,11,,,,2020-07-31,31,1777225,38992,585,872,8,,,
Norte,RO,,11,,,,2020-08-01,31,1777225,39504,512,881,9,,,
Norte,RO,,11,,,,2020-08-02,32,1777225,39893,389,884,3,,,
Norte,RO,,11,,,,2020-08-03,32,1777225,40016,123,888,4,,,
Norte,RO,,11,,,,2020-08-04,32,1777225,41239,1223,898,10,,,
Norte,RO,,11,,,,2020-08-05,32,1777225,42020,781,918,20,,,
Norte,AC,,12,,,,2020-02-25,9,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-02-26,9,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-02-27,9,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-02-28,9,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-02-29,9,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-01,10,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-02,10,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-03,10,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-04,10,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-05,10,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-06,10,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-07,10,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-08,11,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-09,11,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-10,11,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-11,11,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-12,11,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-13,11,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-14,11,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-15,12,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-16,12,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-17,12,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-18,12,881935,0,0,0,0,,,
Norte,AC,,12,,,,2020-03-19,12,881935,3,3,0,0,,,
Norte,AC,,12,,,,2020-03-20,12,881935,7,4,0,0,,,
Norte,AC,,12,,,,2020-03-21,12,881935,9,2,0,0,,,
Norte,AC,,12,,,,2020-03-22,13,881935,11,2,0,0,,,
Norte,AC,,12,,,,2020-03-23,13,881935,11,0,0,0,,,
Norte,AC,,12,,,,2020-03-24,13,881935,17,6,0,0,,,
Norte,AC,,12,,,,2020-03-25,13,881935,23,6,0,0,,,
Norte,AC,,12,,,,2020-03-26,13,881935,24,1,0,0,,,
Norte,AC,,12,,,,2020-03-27,13,881935,25,1,0,0,,,
Norte,AC,,12,,,,2020-03-28,13,881935,25,0,0,0,,,
Norte,AC,,12,,,,2020-03-29,14,881935,34,9,0,0,,,
Norte,AC,,12,,,,2020-03-30,14,881935,42,8,0,0,,,
Norte,AC,,12,,,,2020-03-31,14,881935,42,0,0,0,,,
Norte,AC,,12,,,,2020-04-01,14,881935,43,1,0,0,,,
Norte,AC,,12,,,,2020-04-02,14,881935,43,0,0,0,,,
Norte,AC,,12,,,,2020-04-03,14,881935,46,3,0,0,,,
Norte,AC,,12,,,,2020-04-04,14,881935,46,0,0,0,,,
Norte,AC,,12,,,,2020-04-05,15,881935,48,2,0,0,,,
Norte,AC,,12,,,,2020-04-06,15,881935,50,2,0,0,,,
Norte,AC,,12,,,,2020-04-07,15,881935,50,0,1,1,,,
Norte,AC,,12,,,,2020-04-08,15,881935,54,4,2,1,,,
Norte,AC,,12,,,,2020-04-09,15,881935,62,8,2,0,,,
Norte,AC,,12,,,,2020-04-10,15,881935,70,8,2,0,,,
Norte,AC,,12,,,,2020-04-11,15,881935,72,2,2,0,,,
Norte,AC,,12,,,,2020-04-12,16,881935,77,5,2,0,,,
Norte,AC,,12,,,,2020-04-13,16,881935,90,13,3,1,,,
Norte,AC,,12,,,,2020-04-14,16,881935,99,9,3,0,,,
Norte,AC,,12,,,,2020-04-15,16,881935,101,2,3,0,,,
Norte,AC,,12,,,,2020-04-16,16,881935,110,9,5,2,,,
Norte,AC,,12,,,,2020-04-17,16,881935,135,25,5,0,,,
Norte,AC,,12,,,,2020-04-18,16,881935,142,7,5,0,,,
Norte,AC,,12,,,,2020-04-19,17,881935,163,21,6,1,,,
Norte,AC,,12,,,,2020-04-20,17,881935,176,13,8,2,,,
Norte,AC,,12,,,,2020-04-21,17,881935,195,19,8,0,,,
Norte,AC,,12,,,,2020-04-22,17,881935,214,19,8,0,,,
Norte,AC,,12,,,,2020-04-23,17,881935,227,13,10,2,,,
Norte,AC,,12,,,,2020-04-24,17,881935,234,7,11,1,,,
Norte,AC,,12,,,,2020-04-25,17,881935,258,24,11,0,,,
Norte,AC,,12,,,,2020-04-26,18,881935,279,21,11,0,,,
Norte,AC,,12,,,,2020-04-27,18,881935,279,0,14,3,,,
Norte,AC,,12,,,,2020-04-28,18,881935,311,32,16,2,,,
Norte,AC,,12,,,,2020-04-29,18,881935,354,43,17,1,,,
Norte,AC,,12,,,,2020-04-30,18,881935,404,50,19,2,,,
Norte,AC,,12,,,,2020-05-01,18,881935,486,82,19,0,,,
Norte,AC,,12,,,,2020-05-02,18,881935,553,67,21,2,,,
Norte,AC,,12,,,,2020-05-03,19,881935,657,104,24,3,,,
Norte,AC,,12,,,,2020-05-04,19,881935,733,76,28,4,,,
Norte,AC,,12,,,,2020-05-05,19,881935,817,84,29,1,,,
Norte,AC,,12,,,,2020-05-06,19,881935,943,126,33,4,,,
Norte,AC,,12,,,,2020-05-07,19,881935,1014,71,36,3,,,
Norte,AC,,12,,,,2020-05-08,19,881935,1177,163,38,2,,,
Norte,AC,,12,,,,2020-05-09,19,881935,1335,158,39,1,,,
Norte,AC,,12,,,,2020-05-10,20,881935,1447,112,41,2,,,
Norte,AC,,12,,,,2020-05-11,20,881935,1460,13,45,4,,,
Norte,AC,,12,,,,2020-05-12,20,881935,1590,130,51,6,,,
Norte,AC,,12,,,,2020-05-13,20,881935,1694,104,52,1,,,
Norte,AC,,12,,,,2020-05-14,20,881935,1740,46,55,3,,,
Norte,AC,,12,,,,2020-05-15,20,881935,1785,45,57,2,,,
Norte,AC,,12,,,,2020-05-16,20,881935,1867,82,59,2,,,
Norte,AC,,12,,,,2020-05-17,21,881935,1997,130,60,1,,,
Norte,AC,,12,,,,2020-05-18,21,881935,2234,237,67,7,,,
Norte,AC,,12,,,,2020-05-19,21,881935,2482,248,72,5,,,
Norte,AC,,12,,,,2020-05-20,21,881935,2817,335,76,4,,,
Norte,AC,,12,,,,2020-05-21,21,881935,3103,286,78,2,,,
Norte,AC,,12,,,,2020-05-22,21,881935,3343,240,80,2,,,
Norte,AC,,12,,,,2020-05-23,21,881935,3867,524,87,7,,,
Norte,AC,,12,,,,2020-05-24,22,881935,4160,293,92,5,,,
Norte,AC,,12,,,,2020-05-25,22,881935,4501,341,97,5,,,
Norte,AC,,12,,,,2020-05-26,22,881935,4781,280,105,8,,,
Norte,AC,,12,,,,2020-05-27,22,881935,5251,470,113,8,,,
Norte,AC,,12,,,,2020-05-28,22,881935,5600,349,122,9,,,
Norte,AC,,12,,,,2020-05-29,22,881935,5841,241,135,13,,,
Norte,AC,,12,,,,2020-05-30,22,881935,6072,231,142,7,,,
Norte,AC,,12,,,,2020-05-31,23,881935,6219,147,148,6,,,
Norte,AC,,12,,,,2020-06-01,23,881935,6326,107,161,13,,,
Norte,AC,,12,,,,2020-06-02,23,881935,6465,139,165,4,,,
Norte,AC,,12,,,,2020-06-03,23,881935,6679,214,171,6,,,
Norte,AC,,12,,,,2020-06-04,23,881935,7021,342,181,10,,,
Norte,AC,,12,,,,2020-06-05,23,881935,7284,263,190,9,,,
Norte,AC,,12,,,,2020-06-06,23,881935,7525,241,201,11,,,
Norte,AC,,12,,,,2020-06-07,24,881935,7983,458,207,6,,,
Norte,AC,,12,,,,2020-06-08,24,881935,8128,145,211,4,,,
Norte,AC,,12,,,,2020-06-09,24,881935,8457,329,223,12,,,
Norte,AC,,12,,,,2020-06-10,24,881935,8746,289,237,14,,,
Norte,AC,,12,,,,2020-06-11,24,881935,9091,345,245,8,,,
Norte,AC,,12,,,,2020-06-12,24,881935,9295,204,254,9,,,
Norte,AC,,12,,,,2020-06-13,24,881935,9534,239,256,2,,,
Norte,AC,,12,,,,2020-06-14,25,881935,9642,108,259,3,,,
Norte,AC,,12,,,,2020-06-15,25,881935,9771,129,265,6,,,
Norte,AC,,12,,,,2020-06-16,25,881935,10003,232,271,6,,,
Norte,AC,,12,,,,2020-06-17,25,881935,10339,336,281,10,,,
Norte,AC,,12,,,,2020-06-18,25,881935,10664,325,287,6,,,
Norte,AC,,12,,,,2020-06-19,25,881935,10987,323,292,5,,,
Norte,AC,,12,,,,2020-06-20,25,881935,11263,276,297,5,,,
Norte,AC,,12,,,,2020-06-21,26,881935,11381,118,300,3,,,
Norte,AC,,12,,,,2020-06-22,26,881935,11539,158,305,5,,,
Norte,AC,,12,,,,2020-06-23,26,881935,11810,271,321,16,,,
Norte,AC,,12,,,,2020-06-24,26,881935,12022,212,326,5,,,
Norte,AC,,12,,,,2020-06-25,26,881935,12304,282,335,9,,,
Norte,AC,,12,,,,2020-06-26,26,881935,12644,340,343,8,,,
Norte,AC,,12,,,,2020-06-27,26,881935,12913,269,351,8,,,
Norte,AC,,12,,,,2020-06-28,27,881935,13058,145,353,2,,,
Norte,AC,,12,,,,2020-06-29,27,881935,13146,88,361,8,,,
Norte,AC,,12,,,,2020-06-30,27,881935,13253,107,365,4,,,
Norte,AC,,12,,,,2020-07-01,27,881935,13715,462,370,5,,,
Norte,AC,,12,,,,2020-07-02,27,881935,14048,333,378,8,,,
Norte,AC,,12,,,,2020-07-03,27,881935,14112,64,387,9,,,
Norte,AC,,12,,,,2020-07-04,27,881935,14487,375,391,4,,,
Norte,AC,,12,,,,2020-07-05,28,881935,14622,135,391,0,,,
Norte,AC,,12,,,,2020-07-06,28,881935,14688,66,394,3,,,
Norte,AC,,12,,,,2020-07-07,28,881935,14941,253,399,5,,,
Norte,AC,,12,,,,2020-07-08,28,881935,15167,226,404,5,,,
Norte,AC,,12,,,,2020-07-09,28,881935,15465,298,411,7,,,
Norte,AC,,12,,,,2020-07-10,28,881935,15768,303,417,6,,,
Norte,AC,,12,,,,2020-07-11,28,881935,16080,312,419,2,,,
Norte,AC,,12,,,,2020-07-12,29,881935,16190,110,426,7,,,
Norte,AC,,12,,,,2020-07-13,29,881935,16260,70,430,4,,,
Norte,AC,,12,,,,2020-07-14,29,881935,16479,219,436,6,,,
Norte,AC,,12,,,,2020-07-15,29,881935,16672,193,446,10,,,
Norte,AC,,12,,,,2020-07-16,29,881935,16865,193,447,1,,,
Norte,AC,,12,,,,2020-07-17,29,881935,16965,100,452,5,,,
Norte,AC,,12,,,,2020-07-18,29,881935,17202,237,457,5,,,
Norte,AC,,12,,,,2020-07-19,30,881935,17295,93,460,3,,,
Norte,AC,,12,,,,2020-07-20,30,881935,17462,167,465,5,,,
Norte,AC,,12,,,,2020-07-21,30,881935,17700,238,469,4,,,
Norte,AC,,12,,,,2020-07-22,30,881935,17979,279,470,1,,,
Norte,AC,,12,,,,2020-07-23,30,881935,18157,178,474,4,,,
Norte,AC,,12,,,,2020-07-24,30,881935,18393,236,480,6,,,
Norte,AC,,12,,,,2020-07-25,30,881935,18657,264,483,3,,,
Norte,AC,,12,,,,2020-07-26,31,881935,18745,88,486,3,,,
Norte,AC,,12,,,,2020-07-27,31,881935,18783,38,493,7,,,
Norte,AC,,12,,,,2020-07-28,31,881935,19132,349,500,7,,,
Norte,AC,,12,,,,2020-07-29,31,881935,19366,234,510,10,,,
Norte,AC,,12,,,,2020-07-30,31,881935,19573,207,521,11,,,
Norte,AC,,12,,,,2020-07-31,31,881935,19625,52,531,10,,,
Norte,AC,,12,,,,2020-08-01,31,881935,19930,305,535,4,,,
Norte,AC,,12,,,,2020-08-02,32,881935,19966,36,537,2,,,
Norte,AC,,12,,,,2020-08-03,32,881935,20339,373,539,2,,,
Norte,AC,,12,,,,2020-08-04,32,881935,20708,369,545,6,,,
Norte,AC,,12,,,,2020-08-05,32,881935,21033,325,547,2,,,
Norte,AM,,13,,,,2020-02-25,9,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-02-26,9,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-02-27,9,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-02-28,9,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-02-29,9,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-01,10,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-02,10,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-03,10,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-04,10,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-05,10,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-06,10,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-07,10,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-08,11,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-09,11,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-10,11,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-11,11,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-12,11,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-13,11,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-14,11,4144597,0,0,0,0,,,
Norte,AM,,13,,,,2020-03-15,12,4144597,1,1,0,0,,,
Norte,AM,,13,,,,2020-03-16,12,4144597,1,0,0,0,,,
Norte,AM,,13,,,,2020-03-17,12,4144597,1,0,0,0,,,
Norte,AM,,13,,,,2020-03-18,12,4144597,1,0,0,0,,,
Norte,AM,,13,,,,2020-03-19,12,4144597,3,2,0,0,,,
Norte,AM,,13,,,,2020-03-20,12,4144597,3,0,0,0,,,
Norte,AM,,13,,,,2020-03-21,12,4144597,11,8,0,0,,,
Norte,AM,,13,,,,2020-03-22,13,4144597,26,15,0,0,,,
Norte,AM,,13,,,,2020-03-23,13,4144597,32,6,0,0,,,
Norte,AM,,13,,,,2020-03-24,13,4144597,47,15,0,0,,,
Norte,AM,,13,,,,2020-03-25,13,4144597,54,7,1,1,,,
Norte,AM,,13,,,,2020-03-26,13,4144597,67,13,1,0,,,
Norte,AM,,13,,,,2020-03-27,13,4144597,81,14,1,0,,,
Norte,AM,,13,,,,2020-03-28,13,4144597,111,30,1,0,,,
Norte,AM,,13,,,,2020-03-29,14,4144597,140,29,1,0,,,
Norte,AM,,13,,,,2020-03-30,14,4144597,151,11,1,0,,,
Norte,AM,,13,,,,2020-03-31,14,4144597,175,24,3,2,,,
Norte,AM,,13,,,,2020-04-01,14,4144597,200,25,3,0,,,
Norte,AM,,13,,,,2020-04-02,14,4144597,229,29,3,0,,,
Norte,AM,,13,,,,2020-04-03,14,4144597,260,31,7,4,,,
Norte,AM,,13,,,,2020-04-04,14,4144597,311,51,12,5,,,
Norte,AM,,13,,,,2020-04-05,15,4144597,417,106,14,2,,,
Norte,AM,,13,,,,2020-04-06,15,4144597,532,115,19,5,,,
Norte,AM,,13,,,,2020-04-07,15,4144597,636,104,23,4,,,
Norte,AM,,13,,,,2020-04-08,15,4144597,804,168,30,7,,,
Norte,AM,,13,,,,2020-04-09,15,4144597,899,95,40,10,,,
Norte,AM,,13,,,,2020-04-10,15,4144597,981,82,50,10,,,
Norte,AM,,13,,,,2020-04-11,15,4144597,1050,69,53,3,,,
Norte,AM,,13,,,,2020-04-12,16,4144597,1206,156,62,9,,,
